Time,Main Status,Sub Status,Full Status,Status Text,T,Service,FaultMsg,Value0
08/02/2015 16:49,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.6
08/02/2015 16:49,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.9
08/02/2015 16:51,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.7
09/02/2015 09:03,17,0,17:00,Test security system,6,FALSE,FALSE,3.8
09/02/2015 09:03,0,2,00:02,Turbine operational,1,FALSE,FALSE,5.1
09/02/2015 09:03,0,3,00:03,Start lead-up,1,FALSE,FALSE,5.1
09/02/2015 09:04,0,2,00:02,Turbine operational,1,FALSE,FALSE,5.7
09/02/2015 09:05,0,1,00:01,Turbine starting,1,FALSE,FALSE,5.4
09/02/2015 09:06,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,4.4
09/02/2015 09:12,0,1,00:01,Turbine starting,1,FALSE,FALSE,6.4
09/02/2015 09:13,0,0,00:00,Turbine in operation,1,FALSE,FALSE,5.8
11/02/2015 14:17,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
11/02/2015 15:40,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.8
11/02/2015 15:40,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.1
11/02/2015 15:44,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
11/02/2015 18:06,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.2
11/02/2015 18:06,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.9
11/02/2015 18:10,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.3
11/02/2015 20:31,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
11/02/2015 20:52,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.8
11/02/2015 20:52,0,1,00:01,Turbine starting,1,FALSE,FALSE,2
11/02/2015 20:56,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2
12/02/2015 08:37,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,5.8
12/02/2015 08:37,8,0,08:00,Maintenance,6,TRUE,FALSE,5.4
12/02/2015 08:44,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
12/02/2015 09:05,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
12/02/2015 09:05,8,0,08:00,Maintenance,6,TRUE,FALSE,4.8
12/02/2015 09:07,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.8
12/02/2015 09:07,0,2,00:02,Turbine operational,1,FALSE,FALSE,0.9
12/02/2015 09:07,0,1,00:01,Turbine starting,1,FALSE,FALSE,1
12/02/2015 09:07,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,3.7
12/02/2015 09:12,0,1,00:01,Turbine starting,1,FALSE,FALSE,5.8
12/02/2015 09:13,0,0,00:00,Turbine in operation,1,FALSE,FALSE,4.8
13/02/2015 09:27,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,6.7
13/02/2015 09:28,8,0,08:00,Maintenance,6,TRUE,FALSE,7.6
13/02/2015 09:46,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,7.6
13/02/2015 10:24,0,0,00:00,Turbine in operation,1,FALSE,FALSE,6
14/02/2015 10:13,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,2.6
14/02/2015 10:52,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
14/02/2015 11:39,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.4
14/02/2015 11:39,0,1,00:01,Turbine starting,1,FALSE,FALSE,2
14/02/2015 11:43,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.3
14/02/2015 12:24,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.7
14/02/2015 14:25,0,2,00:02,Turbine operational,1,FALSE,FALSE,1
14/02/2015 14:25,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.4
14/02/2015 14:29,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.8
14/02/2015 14:41,0,2,00:02,Turbine operational,1,FALSE,FALSE,4
14/02/2015 14:41,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.7
14/02/2015 14:44,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.7
20/02/2015 09:49,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,7
20/02/2015 09:49,8,0,08:00,Maintenance,6,TRUE,FALSE,7
20/02/2015 10:28,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,9.5
20/02/2015 10:30,0,0,00:00,Turbine in operation,1,FALSE,FALSE,7.7
20/02/2015 10:30,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,6.9
20/02/2015 10:30,8,0,08:00,Maintenance,6,TRUE,FALSE,8.1
20/02/2015 14:16,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,14.6
20/02/2015 14:21,0,0,00:00,Turbine in operation,1,FALSE,FALSE,13.5
28/02/2015 10:50,22,226,1.073611111,Yaw control fault : TWK NOCN: fault in cam switch mechanism,6,FALSE,FALSE,9
28/02/2015 10:50,0,2,00:02,Turbine operational,1,FALSE,FALSE,13.8
28/02/2015 10:53,0,1,00:01,Turbine starting,1,FALSE,FALSE,9.8
28/02/2015 10:54,0,0,00:00,Turbine in operation,1,FALSE,FALSE,10.9
02/03/2015 09:38,17,0,17:00,Test security system,6,FALSE,FALSE,3.7
02/03/2015 09:38,0,3,00:03,Start lead-up,1,FALSE,FALSE,7.1
02/03/2015 09:39,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.3
02/03/2015 09:41,0,1,00:01,Turbine starting,1,FALSE,FALSE,4.3
02/03/2015 09:42,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,5.3
02/03/2015 09:48,0,1,00:01,Turbine starting,1,FALSE,FALSE,4.6
02/03/2015 09:49,0,0,00:00,Turbine in operation,1,FALSE,FALSE,5.8
08/03/2015 18:10,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
08/03/2015 21:10,0,2,00:02,Turbine operational,1,FALSE,FALSE,5.6
08/03/2015 21:10,0,1,00:01,Turbine starting,1,FALSE,FALSE,6.1
08/03/2015 21:11,0,0,00:00,Turbine in operation,1,FALSE,FALSE,6.1
10/03/2015 04:42,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
10/03/2015 05:15,0,2,00:02,Turbine operational,1,FALSE,FALSE,2
10/03/2015 05:15,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.1
10/03/2015 05:19,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.8
10/03/2015 10:28,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.6
10/03/2015 10:28,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.6
10/03/2015 10:31,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.7
14/03/2015 11:13,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.7
14/03/2015 12:22,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.1
14/03/2015 12:22,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.2
14/03/2015 12:26,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.5
14/03/2015 12:35,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.6
14/03/2015 12:35,0,1,00:01,Turbine starting,1,FALSE,FALSE,3
14/03/2015 12:39,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2
17/03/2015 22:22,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
18/03/2015 00:26,0,2,00:02,Turbine operational,1,FALSE,FALSE,0.6
18/03/2015 00:26,0,1,00:01,Turbine starting,1,FALSE,FALSE,0.5
18/03/2015 00:30,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,2
18/03/2015 00:44,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.1
18/03/2015 00:44,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.1
18/03/2015 00:47,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.2
18/03/2015 01:12,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
18/03/2015 01:57,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.4
18/03/2015 01:57,0,1,00:01,Turbine starting,1,FALSE,FALSE,3
18/03/2015 02:01,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.8
18/03/2015 08:26,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.3
18/03/2015 11:30,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.1
18/03/2015 11:30,0,1,00:01,Turbine starting,1,FALSE,FALSE,0.8
18/03/2015 11:33,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
18/03/2015 12:03,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.2
18/03/2015 12:03,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.4
18/03/2015 12:07,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2
18/03/2015 12:44,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.5
18/03/2015 13:00,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,2
18/03/2015 13:39,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.6
18/03/2015 14:42,0,2,00:02,Turbine operational,1,FALSE,FALSE,5.1
18/03/2015 14:42,0,1,00:01,Turbine starting,1,FALSE,FALSE,4.2
18/03/2015 14:44,0,0,00:00,Turbine in operation,1,FALSE,FALSE,6.7
18/03/2015 18:05,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.8
18/03/2015 19:46,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.4
18/03/2015 19:46,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.4
18/03/2015 19:50,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.8
18/03/2015 21:37,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
18/03/2015 22:59,0,2,00:02,Turbine operational,1,FALSE,FALSE,3
18/03/2015 22:59,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.3
18/03/2015 23:02,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.3
19/03/2015 11:24,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
19/03/2015 11:43,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.3
19/03/2015 11:43,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.3
19/03/2015 11:47,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2
19/03/2015 22:55,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,7.6
19/03/2015 22:57,0,1,00:01,Turbine starting,1,FALSE,FALSE,8.7
19/03/2015 22:58,0,0,00:00,Turbine in operation,1,FALSE,FALSE,8.5
21/03/2015 19:52,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.1
21/03/2015 20:38,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.5
21/03/2015 20:38,0,1,00:01,Turbine starting,1,FALSE,FALSE,0.6
21/03/2015 20:41,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.6
21/03/2015 22:11,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
21/03/2015 22:51,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.1
21/03/2015 22:51,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.3
21/03/2015 22:53,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.6
22/03/2015 01:47,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
22/03/2015 04:31,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.1
22/03/2015 04:31,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.7
22/03/2015 04:34,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.5
22/03/2015 06:19,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
22/03/2015 06:41,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.6
22/03/2015 06:41,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.6
22/03/2015 06:45,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.6
22/03/2015 10:50,0,2,00:02,Turbine operational,1,FALSE,FALSE,4.2
22/03/2015 10:50,0,1,00:01,Turbine starting,1,FALSE,FALSE,4.2
22/03/2015 10:52,0,0,00:00,Turbine in operation,1,FALSE,FALSE,3.6
25/03/2015 09:42,22,226,1.073611111,Yaw control fault : TWK NOCN: fault in cam switch mechanism,6,FALSE,FALSE,1.8
25/03/2015 09:42,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.2
25/03/2015 09:44,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.7
25/03/2015 09:48,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.3
27/03/2015 01:40,2,2,02:02,Lack of wind : Wind speed to low,1,FALSE,FALSE,2.3
27/03/2015 03:09,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.1
27/03/2015 03:09,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.5
27/03/2015 03:11,0,0,00:00,Turbine in operation,1,FALSE,FALSE,3.9
30/03/2015 01:55,66,32,66:32:00,Feeding fault : External shut down several inv.,6,FALSE,FALSE,10.8
30/03/2015 01:55,0,2,00:02,Turbine operational,1,FALSE,FALSE,10.4
30/03/2015 01:58,0,1,00:01,Turbine starting,1,FALSE,FALSE,10.6
30/03/2015 01:59,0,0,00:00,Turbine in operation,1,FALSE,FALSE,10.7
04/04/2015 13:40,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,2.8
04/04/2015 14:19,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
04/04/2015 14:46,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.7
04/04/2015 14:46,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.1
04/04/2015 14:48,0,0,00:00,Turbine in operation,1,FALSE,FALSE,3
04/04/2015 15:27,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0
04/04/2015 15:44,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.9
04/04/2015 15:44,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.5
04/04/2015 15:48,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.3
04/04/2015 16:18,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.9
04/04/2015 16:18,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.3
04/04/2015 16:20,0,0,00:00,Turbine in operation,1,FALSE,FALSE,3.4
04/04/2015 17:51,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.7
04/04/2015 17:58,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.2
04/04/2015 17:58,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.2
04/04/2015 18:01,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.5
04/04/2015 18:46,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.3
04/04/2015 18:47,0,1,00:01,Turbine starting,1,FALSE,FALSE,3
04/04/2015 18:49,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.2
05/04/2015 21:30,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
05/04/2015 23:27,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.2
05/04/2015 23:27,0,1,00:01,Turbine starting,1,FALSE,FALSE,0.9
05/04/2015 23:31,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.7
06/04/2015 05:06,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
06/04/2015 05:42,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.2
06/04/2015 05:42,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.1
06/04/2015 05:45,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.7
06/04/2015 10:40,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.3
06/04/2015 10:40,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.8
06/04/2015 10:44,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.2
06/04/2015 18:18,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
06/04/2015 21:57,0,2,00:02,Turbine operational,1,FALSE,FALSE,0.7
06/04/2015 21:57,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.3
06/04/2015 22:01,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,2.3
06/04/2015 22:13,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.7
06/04/2015 22:13,0,1,00:01,Turbine starting,1,FALSE,FALSE,2
06/04/2015 22:17,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.5
07/04/2015 22:47,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
08/04/2015 01:42,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.1
08/04/2015 01:42,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.7
08/04/2015 01:45,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.9
09/04/2015 01:04,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,7.5
09/04/2015 01:09,0,1,00:01,Turbine starting,1,FALSE,FALSE,8.2
09/04/2015 01:10,0,0,00:00,Turbine in operation,1,FALSE,FALSE,6.7
10/04/2015 22:18,66,32,66:32:00,Feeding fault : External shut down several inv.,6,FALSE,FALSE,12.5
10/04/2015 22:18,0,2,00:02,Turbine operational,1,FALSE,FALSE,12.5
10/04/2015 22:21,0,1,00:01,Turbine starting,1,FALSE,FALSE,12.6
10/04/2015 22:22,0,0,00:00,Turbine in operation,1,FALSE,FALSE,12.1
11/04/2015 17:33,22,226,1.073611111,Yaw control fault : TWK NOCN: fault in cam switch mechanism,6,FALSE,FALSE,9.2
11/04/2015 17:33,0,2,00:02,Turbine operational,1,FALSE,FALSE,10.1
11/04/2015 17:36,0,1,00:01,Turbine starting,1,FALSE,FALSE,7.7
11/04/2015 17:37,0,0,00:00,Turbine in operation,1,FALSE,FALSE,8.4
12/04/2015 16:27,26,373,26 : 373,Malfunction fan-inverter : Other control board errors system 3,6,FALSE,FALSE,5.1
12/04/2015 16:28,0,2,00:02,Turbine operational,1,FALSE,FALSE,5.5
12/04/2015 16:30,0,1,00:01,Turbine starting,1,FALSE,FALSE,6
12/04/2015 16:32,0,0,00:00,Turbine in operation,1,FALSE,FALSE,6.4
15/04/2015 10:32,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,1.8
15/04/2015 11:11,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,3.1
15/04/2015 11:13,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.7
15/04/2015 11:13,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.7
15/04/2015 11:15,0,0,00:00,Turbine in operation,1,FALSE,FALSE,4.9
17/04/2015 04:17,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
17/04/2015 04:40,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.1
17/04/2015 04:40,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.2
17/04/2015 04:44,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.5
27/04/2015 07:16,17,0,17:00,Test security system,6,FALSE,FALSE,3.7
27/04/2015 07:16,0,3,00:03,Start lead-up,1,FALSE,FALSE,5.6
27/04/2015 07:17,0,2,00:02,Turbine operational,1,FALSE,FALSE,5.1
27/04/2015 07:19,0,1,00:01,Turbine starting,1,FALSE,FALSE,4.6
27/04/2015 07:19,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,4.8
27/04/2015 07:26,0,1,00:01,Turbine starting,1,FALSE,FALSE,6.1
27/04/2015 07:26,0,0,00:00,Turbine in operation,1,FALSE,FALSE,7
28/04/2015 22:14,26,373,26 : 373,Malfunction fan-inverter : Other control board errors system 3,6,FALSE,FALSE,8.1
28/04/2015 22:14,0,2,00:02,Turbine operational,1,FALSE,FALSE,9.5
28/04/2015 22:17,0,1,00:01,Turbine starting,1,FALSE,FALSE,11.1
28/04/2015 22:18,0,0,00:00,Turbine in operation,1,FALSE,FALSE,11.5
